id,text,Anger,Fear,Joy,Sadness,Surprise,text_length,word_count,processed_text
eng_train_track_a_00036,"It was a call from the company whose offer i had accepted, saying that on the medical check up ( i signed the contract before i went on med.check ); my lungs doesn't seem well.",0,1,0,1,0,176,35,it was a call from the company whose offer i had accepted saying that on the medical check up  i signed the contract before i went on medcheck  my lungs doesnt seem well
eng_train_track_a_00037,"It's going to suck worse when I'm barefoot in the kitchen in two months and a piece of glass I overlooked is going to unearth itself and stick into the bottom of my foot, like that one time.",0,1,0,0,0,190,38,its going to suck worse when im barefoot in the kitchen in two months and a piece of glass i overlooked is going to unearth itself and stick into the bottom of my foot like that one time
eng_train_track_a_00038,"**Elderly man**: Well, there's a lot of them colored folks working there, and I just didn't feel safe leaving it with them.",1,1,0,1,0,123,22,elderly man well theres a lot of them colored folks working there and i just didnt feel safe leaving it with them
eng_train_track_a_00039,He was just plain GONE into thin air.,0,1,0,1,1,37,8,he was just plain gone into thin air
eng_train_track_a_00040,"My elbow has some roadrash, once again through the jacket.",0,1,0,0,0,58,10,my elbow has some roadrash once again through the jacket
eng_train_track_a_00041,I yell but I can't help but feel a sharp stave in my chest.,0,1,0,1,0,59,14,i yell but i cant help but feel a sharp stave in my chest
eng_train_track_a_00042,"throwing my legs out 45 degrees, i smiled and said `` wheeeeee ''.",0,0,1,0,0,66,13,throwing my legs out  degrees i smiled and said  wheeeeee
eng_train_track_a_00043,Spirit-search my heart,0,0,0,0,0,22,3,spiritsearch my heart
eng_train_track_a_00044,"Long story short, we probably saw incoming meteorites with very steep angles of attack.",0,1,0,0,1,87,14,long story short we probably saw incoming meteorites with very steep angles of attack
eng_train_track_a_00045,"*Creepy/unnerving* that is, and just weird.",0,1,0,0,1,43,6,creepyunnerving that is and just weird
eng_train_track_a_00046,Dad on the warpath.,1,1,0,0,0,19,4,dad on the warpath
eng_train_track_a_00047,"Now with my brain the way it is ( read: fried ), I had quite a difficult time coming up with one for this week.",0,1,0,1,0,111,25,now with my brain the way it is  read fried  i had quite a difficult time coming up with one for this week
eng_train_track_a_00048,I love telling this story.,0,0,1,0,0,26,5,i love telling this story
eng_train_track_a_00049,""" and turns away, falling back asleep.",0,0,1,1,0,38,7,and turns away falling back asleep
eng_train_track_a_00050,"The Spot on my ear was bot good, but not alarming.",0,0,0,0,0,50,11,the spot on my ear was bot good but not alarming
eng_train_track_a_00051,"Overall it was a pleasant night, with three standout incidents.",0,0,1,0,0,63,10,overall it was a pleasant night with three standout incidents
eng_train_track_a_00052,I watched out of the corner of my eye as this man began to come up on my side of the car.,0,1,0,0,1,89,22,i watched out of the corner of my eye as this man began to come up on my side of the car
eng_train_track_a_00053,Prior to the opening of the hunting season in the autumn (when the whole hunting collective/club goes to hunt together) we go hunting alone.,0,1,0,0,0,140,24,prior to the opening of the hunting season in the autumn when the whole hunting collectiveclub goes to hunt together we go hunting alone
eng_train_track_a_00054,"Once, while lying in bed falling asleep, I felt that the zombie apocalypse was beginning at that very moment.",0,1,0,0,1,109,19,once while lying in bed falling asleep i felt that the zombie apocalypse was beginning at that very moment
eng_train_track_a_00055,"probably towed by now"".",0,1,0,0,0,23,4,probably towed by now
eng_train_track_a_00056,I turned around so I could see my back.,0,0,0,0,1,39,9,i turned around so i could see my back
eng_train_track_a_00057,"He looked over my face, my chest, and slowly down, one hand pulling open the tie on my robe.",0,0,0,0,0,92,19,he looked over my face my chest and slowly down one hand pulling open the tie on my robe
eng_train_track_a_00058,Lots of profanity and screaming.,1,1,0,0,0,32,5,lots of profanity and screaming
eng_train_track_a_00059,& # x 26; nbsp; The rocks were so slippery and I kept bending my ankle between rocks.,0,1,0,0,0,85,18,x  nbsp the rocks were so slippery and i kept bending my ankle between rocks
eng_train_track_a_00060,I almost envy them; being an actual teenager in this era means that I have a world-weary ennui on my shoulders.,0,0,0,1,0,111,21,i almost envy them being an actual teenager in this era means that i have a worldweary ennui on my shoulders
eng_train_track_a_00061,"&lt;3 Hopefully we'll meet in person eventually, but we live 9000 miles apart and neither of us have much money.",0,1,1,1,0,112,20,lt hopefully well meet in person eventually but we live  miles apart and neither of us have much money
eng_train_track_a_00062,My parents took me up there for my 16th birthday.,0,0,1,0,0,49,10,my parents took me up there for my th birthday
eng_train_track_a_00063,"Now, we just gotta get it home.",0,0,1,0,0,31,7,now we just gotta get it home
eng_train_track_a_00064,After about 30 seconds something in my brain clicked and seemed to indicate to me that my front door does not in fact open by pushing the button repeatedly on my car's key less entry thingie.,0,0,1,0,1,191,36,after about  seconds something in my brain clicked and seemed to indicate to me that my front door does not in fact open by pushing the button repeatedly on my cars key less entry thingie
eng_train_track_a_00065,I've never gone back.,0,1,0,1,0,21,4,ive never gone back
eng_train_track_a_00066,"after the half day practice on wednesday, my arms were literally black and blue!",0,1,0,1,0,80,14,after the half day practice on wednesday my arms were literally black and blue
eng_train_track_a_00067,"I heard and felt my rib give where it was recently cracked, and I'm pretty certain it cracked again.",0,1,0,1,0,100,19,i heard and felt my rib give where it was recently cracked and im pretty certain it cracked again
eng_train_track_a_00068,"`` I zip up the tote back quickly, throw it onto my shoulder and grab up the other, larger bag.",0,0,1,0,0,95,20,i zip up the tote back quickly throw it onto my shoulder and grab up the other larger bag
eng_train_track_a_00069,Apparently the aftermath of the clogged toilet was pretty gruesome.,0,1,0,0,1,67,10,apparently the aftermath of the clogged toilet was pretty gruesome
eng_train_track_a_00070,I immediately realized what had happened and tried to cover it up by gasping.,0,1,0,0,1,77,14,i immediately realized what had happened and tried to cover it up by gasping
eng_train_track_a_00071,Scary going up but terrifying going down into awful LA traffic.,0,1,0,0,0,63,11,scary going up but terrifying going down into awful la traffic
eng_train_track_a_00072,Just helping a kid.,0,0,1,0,0,19,4,just helping a kid
eng_train_track_a_00073,"I bit down on my lower lip, trying as hard as I can to force back another lump in my throat.",0,0,0,1,0,92,21,i bit down on my lower lip trying as hard as i can to force back another lump in my throat
eng_train_track_a_00074,I couldn't sleep last night for the adrenaline running through my veins.,0,1,0,0,0,72,12,i couldnt sleep last night for the adrenaline running through my veins
eng_train_track_a_00075,We wanted to put off going down route thumper (Never went through without being hit) well we had too anyway.,0,1,0,0,0,108,20,we wanted to put off going down route thumper never went through without being hit well we had too anyway
eng_train_track_a_00076,"It is a huge property with an 1850's settlement house, large interpretive/nature center, replica native american village, and about 100 acres of old growth oak forrest with hiking trails.",0,0,1,0,1,187,29,it is a huge property with an s settlement house large interpretivenature center replica native american village and about  acres of old growth oak forrest with hiking trails
eng_train_track_a_00077,"I cried my eyes out in fifth period, much to Carnell and Natasha's displeasure.",0,0,0,1,0,79,14,i cried my eyes out in fifth period much to carnell and natashas displeasure
eng_train_track_a_00078,eventually i fell asleep on the floor of her closet.,0,1,0,1,0,52,10,eventually i fell asleep on the floor of her closet
eng_train_track_a_00079,How stupid of him.,1,0,0,0,0,18,4,how stupid of him
eng_train_track_a_00080,His stepdad is practically his real dad.,0,0,1,0,0,40,7,his stepdad is practically his real dad
eng_train_track_a_00081,"i'm like amused by the auntie who's holding my arm all the way, and i'm thinking of all the weird pictures i took with yongqing, then i remembered my flying eyebrows, and my smile = & %!",0,0,1,0,0,186,37,im like amused by the auntie whos holding my arm all the way and im thinking of all the weird pictures i took with yongqing then i remembered my flying eyebrows and my smile
eng_train_track_a_00082,"Then there are the scabs, scratches and depressive scars all over my legs.",0,1,0,1,0,74,13,then there are the scabs scratches and depressive scars all over my legs
eng_train_track_a_00083,Yea I'm with you there man.,0,0,1,0,0,27,6,yea im with you there man
eng_train_track_a_00084,"I don't know what it is about my mouth, but it holds onto colour for AGES.",0,0,1,0,0,74,16,i dont know what it is about my mouth but it holds onto colour for ages
eng_train_track_a_00085,"As we were winding our way up the steep hill leading to the cemetery, out of the corner of my eye, I caught a glimpse of a bird coming right at my car, a bird with a HUGE wing-span.",0,1,0,0,1,181,39,as we were winding our way up the steep hill leading to the cemetery out of the corner of my eye i caught a glimpse of a bird coming right at my car a bird with a huge wingspan
eng_train_track_a_00086,"Made sense, they removed all identifiable information.",0,0,0,0,1,54,7,made sense they removed all identifiable information
eng_train_track_a_00087,We were too in shock to scream.,0,1,0,0,1,31,7,we were too in shock to scream
eng_train_track_a_00088,"But, it fits my head.",0,0,1,0,0,21,5,but it fits my head
eng_train_track_a_00089,That's messed up.,1,0,0,0,1,17,3,thats messed up
eng_train_track_a_00090,"""That's were those people went missing"".",0,1,0,1,1,40,6,thats were those people went missing
eng_train_track_a_00091,"No sidewalk, just a simple two way, single lane street with crazy traffic going either direction.",0,1,0,0,0,97,16,no sidewalk just a simple two way single lane street with crazy traffic going either direction
eng_train_track_a_00092,"I saw some of the girls staring but they didn't say anything, well not to my face.",0,0,0,0,0,82,17,i saw some of the girls staring but they didnt say anything well not to my face
eng_train_track_a_00093,"I didn't notice either that I was still sitting on the floor, the rug pattern branded on my knees.",0,0,0,1,0,98,19,i didnt notice either that i was still sitting on the floor the rug pattern branded on my knees
eng_train_track_a_00094,One season they were really nasty and management seemed to not care when we brought it to their attention.,1,0,0,1,0,106,19,one season they were really nasty and management seemed to not care when we brought it to their attention
eng_train_track_a_00095,Both times catastrophically embarrassing for me.,0,1,0,1,0,48,6,both times catastrophically embarrassing for me
eng_train_track_a_00096,He took the picture and followed the giggling.,0,1,1,0,1,46,8,he took the picture and followed the giggling
eng_train_track_a_00097,"My nose was mashed against my face, I was in complete darkness, and the only way to breathe was the oxygen coming in through that tiny eyelet at my mouth.",0,1,0,1,0,154,30,my nose was mashed against my face i was in complete darkness and the only way to breathe was the oxygen coming in through that tiny eyelet at my mouth
eng_train_track_a_00098,Immediately I regretted leaving behind my sunglasses as my eyes switched to squint mode to protect themselves.,0,1,0,0,0,110,17,immediately i regretted leaving behind my sunglasses as my eyes switched to squint mode to protect themselves
eng_train_track_a_00099,"I was eating and drinking well, my legs felt fresh, and other than a twinge in my achilles tendon, I felt on the ball.",0,0,1,0,0,118,24,i was eating and drinking well my legs felt fresh and other than a twinge in my achilles tendon i felt on the ball
eng_train_track_a_00100,"I woke up, brushed my teeth, and started to play a little maple story.",0,0,1,0,0,70,14,i woke up brushed my teeth and started to play a little maple story
eng_train_track_a_00101,"Back to my dear old pals at the walk-in clinic to get a prescription for better eyedrops.Oh, and my throat hurts like hell again.",0,1,0,1,0,129,24,back to my dear old pals at the walkin clinic to get a prescription for better eyedropsoh and my throat hurts like hell again
eng_train_track_a_00102,"Creepy place, never been a fan.",0,1,0,0,0,31,6,creepy place never been a fan
eng_train_track_a_00103,Today I must do the dreaded studying: ( Blarg.I did a bit last night ( some review ) and it is amazing how quickly this shit leaves my brain after taking 1.5 days off from it.,1,1,0,1,0,175,36,today i must do the dreaded studying  blargi did a bit last night  some review  and it is amazing how quickly this shit leaves my brain after taking  days off from it
eng_train_track_a_00104,It was decent music but felt so much like just someone hit play on a playlist with commercials and walked away.,0,0,0,0,0,111,21,it was decent music but felt so much like just someone hit play on a playlist with commercials and walked away
eng_train_track_a_00105,"After the humiliation and my husband laughing uncontrollably at me, my nails remained perfectly intact.",1,0,0,1,0,103,15,after the humiliation and my husband laughing uncontrollably at me my nails remained perfectly intact
eng_train_track_a_00106,"As I jogged down the street, I noticed that the snow was blowing straight into my eyes.",0,1,0,0,1,87,17,as i jogged down the street i noticed that the snow was blowing straight into my eyes
eng_train_track_a_00107,"`` Mom, I am so cold, mostly my hands are so cold.",0,1,0,0,0,50,12,mom i am so cold mostly my hands are so cold
eng_train_track_a_00108,"Me nude on facebook, already two comments.",0,1,0,0,1,42,7,me nude on facebook already two comments
eng_train_track_a_00109,It broke my heart and nearly ruined me.,0,1,0,1,0,39,8,it broke my heart and nearly ruined me
eng_train_track_a_00110,My lungs were still taking in air as I breathed.,0,0,0,0,0,48,10,my lungs were still taking in air as i breathed
eng_train_track_a_00111,"I whimpered, and my heels started pounding against the hardwood floor.",0,1,0,0,0,70,11,i whimpered and my heels started pounding against the hardwood floor
eng_train_track_a_00112,"So, my father owns a insurance agency.",0,0,0,0,0,38,7,so my father owns a insurance agency
eng_train_track_a_00113,"We were both interested in astronomy, so we'd often just sit on a bench, and literally stare into space.",0,0,1,0,0,104,19,we were both interested in astronomy so wed often just sit on a bench and literally stare into space
eng_train_track_a_00114,""" The black family behind me looked mortified.",0,1,0,1,1,46,8,the black family behind me looked mortified
eng_train_track_a_00115,"My arms reached forward, and I grabbed on to his leg.",0,0,0,0,0,53,11,my arms reached forward and i grabbed on to his leg
eng_train_track_a_00116,"Can't beat OP, but my life is the epitome of awkward.",0,1,1,1,0,53,11,cant beat op but my life is the epitome of awkward
eng_train_track_a_00117,"Nope, and they wouldn't let me leave the dog without paying.",1,1,0,0,1,60,11,nope and they wouldnt let me leave the dog without paying
eng_train_track_a_00118,Not worth the risk.,0,1,0,1,0,19,4,not worth the risk
eng_train_track_a_00119,"I ( so far today ) have dislocated my shoulder, burned myself on hot oil, had a migraine, had a sinus headache, dislocated my wrist, and fell down ten stairs made of wood.",0,1,0,1,0,171,33,i  so far today  have dislocated my shoulder burned myself on hot oil had a migraine had a sinus headache dislocated my wrist and fell down ten stairs made of wood
eng_train_track_a_00120,"Hahaha but can't blame me, my nose was blocked i can't breathe properly la.",0,1,0,0,0,75,14,hahaha but cant blame me my nose was blocked i cant breathe properly la
eng_train_track_a_00121,"I was partly dehydrated, and partly `` festive '' and was sitting in my chair with my feet in the pool, drinking water, wanting to take a nap.",0,0,1,0,0,142,28,i was partly dehydrated and partly  festive  and was sitting in my chair with my feet in the pool drinking water wanting to take a nap
eng_train_track_a_00122,"""   best friends ever since",0,0,1,0,0,27,5,best friends ever since
eng_train_track_a_00123,He then reached across with one of his front paws and put it around my arm.,0,0,0,0,0,75,16,he then reached across with one of his front paws and put it around my arm
eng_train_track_a_00124,"In my head, I was like... this is shit!",1,1,0,0,0,39,9,in my head i was like this is shit
eng_train_track_a_00125,The tree starts shrinking.,0,1,0,0,1,26,4,the tree starts shrinking
eng_train_track_a_00126,I did most of the skills ok but when I had to remove my mask I paniced and couldnt breathe properly and the instructor had to pinch my nose to help me!,0,1,0,0,0,151,32,i did most of the skills ok but when i had to remove my mask i paniced and couldnt breathe properly and the instructor had to pinch my nose to help me
eng_train_track_a_00127,We haven't talked about it since.,0,0,0,1,0,33,6,we havent talked about it since
eng_train_track_a_00128,It reminds me of the pain I always felt with the pain in my back.,0,1,0,1,0,65,15,it reminds me of the pain i always felt with the pain in my back
eng_train_track_a_00129,"You could not see a foot in front of you and I practically cried getting to the bottom because the wind and snow was literally burning my face, lol.",0,1,0,1,0,148,29,you could not see a foot in front of you and i practically cried getting to the bottom because the wind and snow was literally burning my face lol
eng_train_track_a_00130,"I did manage to remember to hang out the washing, but only because the annoying beeping sound the washer makes when its finished a cycle finally filtered into my brain and started to irritate me enough that I couldn't ignore it any longer.",1,1,0,0,0,239,43,i did manage to remember to hang out the washing but only because the annoying beeping sound the washer makes when its finished a cycle finally filtered into my brain and started to irritate me enough that i couldnt ignore it any longer
eng_train_track_a_00131,"Ah, to close my eyes and let time fly by, Because there's so much to gain By forgetting these dreams driving me insane.",0,1,0,1,0,119,23,ah to close my eyes and let time fly by because theres so much to gain by forgetting these dreams driving me insane
eng_train_track_a_00132,( HUGE grin on my face now. ),0,0,1,0,0,29,8,huge grin on my face now
eng_train_track_a_00133,"I had it done on my arm, of course the one I use, so doing every thing with my other one is pretty weird.",0,0,0,0,0,105,24,i had it done on my arm of course the one i use so doing every thing with my other one is pretty weird
eng_train_track_a_00134,"The starfish lay by my feet, its back turned to me.",0,0,0,0,0,51,11,the starfish lay by my feet its back turned to me
eng_train_track_a_00135,I bawled my eyes out when Wait.,0,0,0,1,0,31,7,i bawled my eyes out when wait
eng_train_track_a_00136,"It was damp, dark, and dirty.",0,1,0,0,0,29,6,it was damp dark and dirty
eng_train_track_a_00137,I can never forget it.,0,1,0,1,0,22,5,i can never forget it
eng_train_track_a_00138,so we all stood up clapped and cheered!,0,0,1,0,1,39,8,so we all stood up clapped and cheered
eng_train_track_a_00139,"I live completely alone, and as I pull the popcorn out of the pantry, I hear an ominously distinct ""SSSSHHHH"" sound.",0,1,0,0,1,116,21,i live completely alone and as i pull the popcorn out of the pantry i hear an ominously distinct sssshhhh sound
eng_train_track_a_00140,"I should interject here, that I prayed on my knees at the alter for a diagnosis at the church of the nazarene-ONE week before this happened... and then three days ago, my doctor sat me down and showed me my lab tests and gave me the pheochromocytoma word, and the two specialist referrals, looked at me and said `` I'm going to get you your life back.",0,1,1,1,0,351,67,i should interject here that i prayed on my knees at the alter for a diagnosis at the church of the nazareneone week before this happened and then three days ago my doctor sat me down and showed me my lab tests and gave me the pheochromocytoma word and the two specialist referrals looked at me and said  im going to get you your life back
eng_train_track_a_00141,The funeral home has since been shut down.,0,1,0,1,1,42,8,the funeral home has since been shut down
eng_train_track_a_00142,I didn't look out of my hands.,0,1,0,0,0,30,7,i didnt look out of my hands
eng_train_track_a_00143,"Sometimes, the journey there is just as important.",0,0,1,0,0,50,8,sometimes the journey there is just as important
eng_train_track_a_00144,"The Air Canada lady patted my hand and called me `` dear '', too.",0,0,1,0,0,65,14,the air canada lady patted my hand and called me  dear  too
eng_train_track_a_00145,And these were brutal wounds.,1,1,0,1,1,29,5,and these were brutal wounds
eng_train_track_a_00146,under my skin the itch is unscratched.,0,1,0,0,0,38,7,under my skin the itch is unscratched
eng_train_track_a_00147,"She laughs, because she's so very nervous.",0,1,1,0,0,42,7,she laughs because shes so very nervous
eng_train_track_a_00148,I make it a habit of sitting with my back facing a wall so I could see everything and everyone.,0,1,0,0,0,95,20,i make it a habit of sitting with my back facing a wall so i could see everything and everyone
eng_train_track_a_00149,"my grandma, my mom, my grandaunt, my aunt, my sister I CRIED and WEPT in my sleep... I just shook and sobbed and sniffled... then I woke up and my eyes were wet.",0,1,0,1,0,161,33,my grandma my mom my grandaunt my aunt my sister i cried and wept in my sleep i just shook and sobbed and sniffled then i woke up and my eyes were wet
eng_train_track_a_00150,He looked completely lost.,0,1,0,1,0,26,4,he looked completely lost
eng_train_track_a_00151,I was wearing 45spf sunscreen and I still got some colour on my forearms.,0,1,0,0,0,73,14,i was wearing spf sunscreen and i still got some colour on my forearms
eng_train_track_a_00152,my lungs and chest have hurt for 6 days straight.,0,1,0,1,0,49,10,my lungs and chest have hurt for  days straight
eng_train_track_a_00153,"' To be honest I don't know why I set out into the dark, yesterday's letter clutched in my palm.",0,1,0,0,0,96,20,to be honest i dont know why i set out into the dark yesterdays letter clutched in my palm
eng_train_track_a_00154,I pushed those thoughts out of my head and told myself I was being paranoid.,0,1,0,0,0,76,15,i pushed those thoughts out of my head and told myself i was being paranoid
eng_train_track_a_00155,"It expresses what I feel in my soul, what I hear in my head, and what I see when I shut my eyes in silence.",0,0,1,0,0,107,25,it expresses what i feel in my soul what i hear in my head and what i see when i shut my eyes in silence
eng_train_track_a_00156,"My mouth started buzzing, then fingers, arms and legs.",0,1,0,0,0,54,9,my mouth started buzzing then fingers arms and legs
eng_train_track_a_00157,i've got the tug happening in my chest.,0,1,0,0,0,39,8,ive got the tug happening in my chest
eng_train_track_a_00158,"I see two small ""children"", floating about 4 ft. away from me.",0,1,0,0,1,62,12,i see two small children floating about  ft away from me
eng_train_track_a_00159,""" staring dead at my ex.",1,1,0,1,0,24,6,staring dead at my ex
eng_train_track_a_00160,We stop dead in our tracks.,0,1,0,0,1,27,6,we stop dead in our tracks
eng_train_track_a_00161,""" I thought she was going to throw her coffee at me.",1,1,0,0,1,52,12,i thought she was going to throw her coffee at me
eng_train_track_a_00162,I nodded my head excitedly.,0,0,1,0,0,27,5,i nodded my head excitedly
eng_train_track_a_00163,"Because neither of us could drive, he also had to go to dinner with the other two beforehand and meet up with me at the show.",0,1,0,0,0,125,26,because neither of us could drive he also had to go to dinner with the other two beforehand and meet up with me at the show
eng_train_track_a_00164,Then the cop shows up.,0,1,0,0,1,22,5,then the cop shows up
eng_train_track_a_00165,$2K+ gone right there.,1,1,0,1,1,22,4,k gone right there
eng_train_track_a_00166,"But early in the morning, say five or six, they all fell asleep.",0,0,0,0,0,64,13,but early in the morning say five or six they all fell asleep
eng_train_track_a_00167,"determined well, i've been going to the gym a little over three weeks now, and i've lost eight pounds, and roughly twelve inches total-about three from my waist, two and a half from my hips, a half inch from each thigh, and four total from my... um... upper torso area... anyway, it feels awesome.",0,0,1,0,0,297,54,determined well ive been going to the gym a little over three weeks now and ive lost eight pounds and roughly twelve inches totalabout three from my waist two and a half from my hips a half inch from each thigh and four total from my um upper torso area anyway it feels awesome
eng_train_track_a_00168,I got to babysit my grandson but my back hurt the next day.,0,0,1,1,0,59,13,i got to babysit my grandson but my back hurt the next day
eng_train_track_a_00169,"It worked, I was scared shitless for the rest of the visit.",0,1,0,0,0,59,12,it worked i was scared shitless for the rest of the visit
eng_train_track_a_00170,The first thought that came into my head was that I needed to go to work as soon as possible.,0,1,0,0,0,93,20,the first thought that came into my head was that i needed to go to work as soon as possible
eng_train_track_a_00171,40 minutes of genuinely thinking it's quite possible I may never leave those woods.,0,1,0,1,0,83,14,minutes of genuinely thinking its quite possible i may never leave those woods
eng_train_track_a_00172,but bigger and about six foot of the floor.,0,1,0,0,1,43,9,but bigger and about six foot of the floor
eng_train_track_a_00173,You can tell he puts *a lot* of time into it.,0,0,1,0,0,45,11,you can tell he puts a lot of time into it
eng_train_track_a_00174,Nobody disagreed with red carding the coach.,0,0,0,0,0,44,7,nobody disagreed with red carding the coach
eng_train_track_a_00175,You know what happens when I get one of these stupid ideas in my head.,1,1,0,0,0,70,15,you know what happens when i get one of these stupid ideas in my head
eng_train_track_a_00176,"Oh my god, okay.",0,1,1,0,1,16,4,oh my god okay
eng_train_track_a_00177,"now i have a bad habit of wearing my heart on my sleave, and jumping to the possiblity of a girlfriend too quickley.",0,1,0,1,0,116,23,now i have a bad habit of wearing my heart on my sleave and jumping to the possiblity of a girlfriend too quickley
eng_train_track_a_00178,Eight inches here Nine inches there My feet in the snow.,0,1,0,0,0,56,11,eight inches here nine inches there my feet in the snow
eng_train_track_a_00179,Now I can't wait to get my hands on all that wall space!!!,0,0,1,0,0,58,13,now i cant wait to get my hands on all that wall space
